"geolocation_zip_code_prefix","geolocation_lat","geolocation_lng","geolocation_city","geolocation_state"
"03580",-23.556154180131546,-46.49852047293556,"sao paulo","SP"
"03568",-23.543368313347575,-46.48554467790984,"sao paulo","SP"
"03590",-23.54562126810552,-46.48635786871721,"sao paulo","SP"
"03531",-23.542597686652414,-46.52082565237461,"sao paulo","SP"
"03521",-23.548375634196997,-46.51988884609617,"sao paulo","SP"
"03583",-23.55921888481736,-46.49543405453291,"sao paulo","SP"
"03533",-23.5438185545329,-46.516923199001674,"sao paulo","SP"
"03541",-23.533648576431126,-46.519416864217746,"sao paulo","SP"
"03548",-23.54081065751051,-46.512209001384974,"sao paulo","SP"
"03589",-23.5531719111893,-46.48873261656761,"sao paulo","SP"
"03525",-23.550277410496818,-46.51291168789315,"sao paulo","SP"
"03586",-23.55444185429048,-46.49122726617226,"sao paulo","SP"
"03575",-23.55834532360103,-46.50865277972514,"sao paulo","SP"
"03584",-23.561225109354247,-46.48646310268917,"sao paulo","SP"
"03504",-23.538784672773954,-46.53813012184774,"sao paulo","SP"
"03579",-23.562668263113853,-46.49521123896361,"sao paulo","SP"
"03567",-23.537600255521387,-46.496366259451854,"sao paulo","SP"
"03542",-23.5314273871833,-46.51759140452421,"sao paulo","SP"
"03526",-23.54875858006812,-46.505772785734884,"sao paulo","SP"
"03527",-23.544507283021396,-46.52958694024806,"sao paulo","SP"
"03564",-23.53421238995325,-46.497580438802004,"sao paulo","SP"
"03534",-23.54730888842405,-46.50640484416293,"sao paulo","SP"
"03601",-23.514558536794716,-46.5210894733524,"sao paulo","SP"
"03652",-23.51724659339832,-46.50952786066711,"sao paulo","SP"
"03604",-23.52663162121192,-46.55244224809283,"sao paulo","SP"
"03643",-23.52829125950717,-46.53451987024641,"sao paulo","SP"
"03606",-23.52217788121068,-46.54712474202203,"sao paulo","SP"
"03603",-23.523732765191326,-46.54973679072655,"sao paulo","SP"
"03616",-23.52041094754457,-46.52719050721336,"sao paulo","SP"
"03653",-23.521794262309818,-46.51705609304091,"sao paulo","SP"
"03602",-23.525365442356463,-46.55538079952297,"sao paulo","SP"
"03615",-23.516522748542894,-46.53049155828381,"sao paulo","SP"
"03620",-23.51059127581501,-46.50374845584317,"sao paulo","SP"
"03668",-23.53065208881069,-46.49124316042471,"sao paulo","SP"
"03674",-23.518406808211694,-46.50147260352588,"sao paulo","SP"
"03631",-23.53068398112988,-46.55179029946911,"sao paulo","SP"
"03678",-23.522711801989573,-46.49268068377857,"sao paulo","SP"
"03635",-23.52324455453289,-46.53467899417163,"sao paulo","SP"
"03662",-23.52184956480468,-46.499946202608356,"sao paulo","SP"
"03636",-23.523337980058184,-46.534724519815654,"sao paulo","SP"
"03695",-23.520381611431727,-46.49821448320734,"sao paulo","SP"
"03610",-23.517096400041257,-46.54158799366069,"sao paulo","SP"
"03667",-23.532288340788213,-46.49543467744393,"sao paulo","SP"
"03681",-23.52162398834324,-46.48487168443072,"sao paulo","SP"
"03630",-23.531463293640734,-46.54703472661436,"sao paulo","SP"
"03638",-23.52866223980033,-46.541673623780966,"sao paulo","SP"
"03660",-23.52351930030584,-46.50809227116394,"sao paulo","SP"
"03672",-23.516193541491145,-46.50277777684808,"sao paulo","SP"
"03627",-23.510896575076462,-46.505264039961936,"sao paulo","SP"
"03611",-23.51925444240868,-46.53684367776561,"sao paulo","SP"
"03647",-23.53108089286745,-46.52749136802471,"sao paulo","SP"
"03661",-23.524491291264525,-46.50211653394207,"sao paulo","SP"
"03683",-23.524590080212345,-46.4861633469329,"sao paulo","SP"
"03669",-23.531598932829393,-46.49049853926946,"sao paulo","SP"
"03607",-23.520914465173945,-46.54485387676727,"sao paulo","SP"
"03680",-23.52403652262103,-46.49064214071785,"sao paulo","SP"
"03664",-23.523995943937887,-46.49675803926946,"sao paulo","SP"
"03621",-23.51863188121068,-46.521464291419036,"sao paulo","SP"
"03673",-23.515323097697486,-46.50056509117663,"sao paulo","SP"
"03632",-23.529613892867445,-46.547913693173285,"sao paulo","SP"
"03608",-23.516299959201326,-46.54403488703906,"sao paulo","SP"
"03663",-23.527786421316858,-46.50317686733223,"sao paulo","SP"
"03670",-23.51779450375091,-46.509524360811355,"sao paulo","SP"
"03634",-23.525248400225028,-46.54838969302905,"sao paulo","SP"
"03675",-23.51892266833055,-46.49850829808415,"sao paulo","SP"
"03656",-23.5265852828207,-46.509571932973614,"sao paulo","SP"
"03623",-23.519148736886137,-46.515633459201325,"sao paulo","SP"
"03676",-23.517355547319532,-46.49315377990652,"sao paulo","SP"
"03690",-23.52718248903573,-46.4771202171793,"sao paulo","SP"
"03679",-23.521771960306,-46.490308014826,"sao paulo","SP"
"03618",-23.516086421316853,-46.52169018151653,"sao paulo","SP"
"03649",-23.530063389953256,-46.52493187330482,"sao paulo","SP"
"03651",-23.524294421316863,-46.52090554163538,"sao paulo","SP"
"03655",-23.52399579739165,-46.51294318734492,"sao paulo","SP"
"03687",-23.526566680469607,-46.483759296457755,"sao paulo","SP"
"03622",-23.520559463500515,-46.517679880373954,"sao paulo","SP"
"03689",-23.530512551762943,-46.481985193865775,"sao paulo","SP"
"03609",-23.515280664723875,-46.53943907216229,"sao paulo","SP"
"03648",-23.522637333850337,-46.524738162167814,"sao paulo","SP"
"03637",-23.52490413765944,-46.543070116019344,"sao paulo","SP"
"03691",-23.532260029141888,-46.48412095989383,"sao paulo","SP"
"03641",-23.52446661587513,-46.53721242630853,"sao paulo","SP"
"03658",-23.527665676525164,-46.50087773179752,"sao paulo","SP"
"03677",-23.69005672317021,-46.71045564094656,"sao paulo","SP"
"03640",-23.531680729384323,-46.542997822926864,"sao paulo","SP"
"03694",-23.53320571794753,-46.473681525167464,"sao paulo","SP"
"03633",-23.528524107132554,-46.54618850652089,"sao paulo","SP"
"03605",-23.519565644748358,-46.5488760090066,"sao paulo","SP"
"03613",-23.51913675742001,-46.53220346045478,"sao paulo","SP"
"03693",-23.53235877768481,-46.476611550089494,"sao paulo","SP"
"03614",-23.51558708241359,-46.53186983596565,"sao paulo","SP"
"03665",-23.526291834583642,-46.49558592270183,"sao paulo","SP"
"03659",-23.52223920537831,-46.51164267193722,"sao paulo","SP"
"03625",-23.517485130446076,-46.51414481848346,"sao paulo","SP"
"03624",-23.513027510416002,-46.51461272439267,"sao paulo","SP"
"03612",-23.51571959033991,-46.535842871342936,"sao paulo","SP"
"03645",-23.523350352493097,-46.53225146745165,"sao paulo","SP"
"03692",-23.531539504076928,-46.484975663449234,"sao paulo","SP"
"03685",-23.526390761445914,-46.47982948474315,"sao paulo","SP"
"03644",-23.524482215574235,-46.5326332957856,"sao paulo","SP"
"03642",-23.527148067976388,-46.53243990380943,"sao paulo","SP"
"03626",-23.512530677217345,-46.51166299723003,"sao paulo","SP"
"03657",-23.52739918929685,-46.506705176058816,"sao paulo","SP"
"03619",-23.51262346543375,-46.515259780743214,"sao paulo","SP"
"03639",-23.526979050018976,-46.54043350994665,"sao paulo","SP"
"03688",-23.5277486611172,-46.48545670552253,"sao paulo","SP"
"03646",-23.52432933166945,-46.52990339884006,"sao paulo","SP"
"03654",-23.524829873997327,-46.51813896364472,"sao paulo","SP"
"03682",-23.521236748878607,-46.48347082357064,"sao paulo","SP"
"03666",-23.52546491395927,-46.49380581862771,"sao paulo","SP"
"03617",-23.516684999999995,-46.5262425,"sao paulo","SP"
"03650",-23.526876352761263,-46.5211321290611,"sao paulo","SP"
"03671",-23.51916150874257,-46.503399295169935,"sao paulo","SP"
"03703",-23.511824380077282,-46.55199661992271,"sao paulo","SP"
"03712",-23.510907355819683,-46.5426843738531,"sao paulo","SP"
"03759",-23.49948513763132,-46.49142658098352,"sao paulo","SP"
"03725",-23.501739764158987,-46.52121195195753,"sao paulo","SP"
"03716",-23.504351081597324,-46.535317480985654,"sao paulo","SP"
"03730",-23.63042319719809,-46.64483784288697,"sao paulo","SP"
"03701",-23.512647719401002,-46.55086206841134,"sao paulo","SP"
"03739",-23.514136889809016,-46.54714816403136,"sao paulo","SP"
"03710",-23.510257756350285,-46.548604903780344,"sao paulo","SP"
"03728",-23.503503506899786,-46.51035686197501,"sao paulo","SP"
"03718",-23.49871882070518,-46.52928120996594,"sao paulo","SP"
"03704",-23.518008006384438,-46.552505840857506,"sao paulo","SP"
"03702",-23.51349268220902,-46.54780446211553,"sao paulo","SP"
"03715",-23.50643869533531,-46.535426125153464,"sao paulo","SP"
"03707",-23.506561341104497,-46.54284492783773,"sao paulo","SP"
"03757",-23.506284150855432,-46.49776233870936,"sao paulo","SP"
"03756",-23.505710685872522,-46.50193944468875,"sao paulo","SP"
"03733",-23.51004588121069,-46.52717215029715,"sao paulo","SP"
"03711",-23.506238432276028,-46.531341194194724,"sao paulo","SP"
"03758",-23.504826065354237,-46.49999414222232,"sao paulo","SP"
"03736",-23.509156274770614,-46.51793848098564,"sao paulo","SP"
"03735",-23.51155530391252,-46.52205588689482,"sao paulo","SP"
"03737",-23.51026364141035,-46.50951172009349,"sao paulo","SP"
"03738",-23.507461361648073,-46.50886504010617,"sao paulo","SP"
"03714",-23.50577462170351,-46.539876834583616,"sao paulo","SP"
"03726",-23.49995567638064,-46.51315104717529,"sao paulo","SP"
"03721",-23.5018701138776,-46.52593300045865,"sao paulo","SP"
"03755",-23.539859427971905,-46.53418308777465,"sao paulo","SP"
"03732",-23.511581297535887,-46.53209281932021,"sao paulo","SP"
"03727",-23.501861779906502,-46.51255352164008,"sao paulo","SP"
"03720",-23.50531468942237,-46.527424297391654,"sao paulo","SP"
"03731",-23.511180446852073,-46.53719898389984,"sao paulo","SP"
"03734",-23.506605880118066,-46.52593086667923,"sao paulo","SP"
"03729",-23.49898897807146,-46.50715760199666,"sao paulo","SP"
"03713",-23.51161182875526,-46.54551729892085,"sao paulo","SP"
"03717",-23.61130546536006,-46.68715194542281,"sao paulo","SP"
"03872",-23.5123069977783,-46.500333799613344,"sao paulo","SP"
"03831",-23.58705152622771,-46.58032110115995,"sao paulo","SP"
"03840",-23.601538210116466,-46.46167529433997,"sao paulo","SP"
"03892",-23.514317025535217,-46.48673249999999,"sao paulo","SP"
"03893",-23.514872511338567,-46.483410800061286,"sao paulo","SP"
"03896",-23.514152814876795,-46.479759621703494,"sao paulo","SP"
"03890",-23.51734497304573,-46.48124034079454,"sao paulo","SP"
"03875",-23.514243946707843,-46.49864154815625,"sao paulo","SP"
"03823",-23.58073434989989,-46.40159802496211,"sao paulo","SP"
"03811",-23.48919182292688,-46.480906503606654,"sao paulo","SP"
"03878",-23.50994816985977,-46.494221170552244,"sao paulo","SP"
"03888",-23.50895810713256,-46.47830317776562,"sao paulo","SP"
"03870",-23.50740970746821,-46.48788366238776,"sao paulo","SP"
"03887",-23.51127963558197,-46.47841461948182,"sao paulo","SP"
"03814",-23.48654316126142,-46.48241811587514,"sao paulo","SP"
"03801",-23.504341693865772,-46.489129873304826,"sao paulo","SP"
"03886",-23.509166752149586,-46.48055025950717,"sao paulo","SP"
"03827",-23.48291919337186,-46.4707544894719,"sao paulo","SP"
"03806",-23.502482172081464,-46.47621940980432,"sao paulo","SP"
"03891",-23.51182575437129,-46.48996076533555,"sao paulo","SP"
"03828",-23.478704152803928,-46.478926790139205,"sao paulo","SP"
"03821",-23.491425938946236,-46.50084916708982,"sao paulo","SP"
"03876",-23.51030097224308,-46.49366029961336,"sao paulo","SP"
"03808",-23.494651752879395,-46.47641625558568,"sao paulo","SP"
"03871",-23.50961387729327,-46.49704221945125,"sao paulo","SP"
"03881",-23.509824056062108,-46.48936147446477,"sao paulo","SP"
"03894",-23.51554480908782,-46.480595474700316,"sao paulo","SP"
"03802",-23.506681809048413,-46.48540105536961,"sao paulo","SP"
"03805",-23.49343424016292,-46.480505186000975,"sao paulo","SP"
"03877",-23.51347603670504,-46.491980352935066,"sao paulo","SP"
"03817",-23.492699968088132,-46.49093633305441,"sao paulo","SP"
"03882",-23.509206,-46.48337549999998,"sao paulo","SP"
"03809",-23.489709569647,-46.47728813204002,"sao paulo","SP"
"03813",-23.48668357540144,-46.46746268716547,"sao paulo","SP"
"03873",-23.50936793672453,-46.49432153274859,"sao paulo","SP"
"03816",-23.487440364418035,-46.487172540942886,"sao paulo","SP"
"03874",-23.512407580068125,-46.49319562101101,"sao paulo","SP"
"03895",-23.515512705522536,-46.479740563419675,"sao paulo","SP"
"03883",-23.508607358589643,-46.48172260644006,"sao paulo","SP"
"03889",-23.51538985640011,-46.47668053666021,"sao paulo","SP"
"03880",-23.507720661071854,-46.48479939526244,"sao paulo","SP"
"03820",-23.497422253420424,-46.50364567384501,"sao paulo","SP"
"03812",-23.492959438253745,-46.46685012753187,"sao paulo","SP"
"03803",-23.49587375356607,-46.488883610475476,"sao paulo","SP"
"03822",-23.507183210658425,-46.49418883749782,"sao paulo","SP"
"03884",-23.512530939494482,-46.48066347737896,"sao paulo","SP"
"03804",-23.496444062727203,-46.480932602689144,"sao paulo","SP"
"03819",-23.49218710654272,-46.49765738712639,"sao paulo","SP"
"03810",-23.48484769386577,-46.474181811270114,"sao paulo","SP"
"03807",-23.50271326977895,-46.47384829185174,"sao paulo","SP"
"03818",-23.500540435743584,-46.49207899209414,"sao paulo","SP"
"03941",-23.594597308355926,-46.49803416388714,"sao paulo","SP"
"03970",-23.613548960874766,-46.480506385654074,"sao paulo","SP"
"03953",-23.593057438802003,-46.480705318483466,"sao paulo","SP"
"03919",-23.593647080212346,-46.523931982659086,"sao paulo","SP"
"03973",-23.617178412718516,-46.47977829225575,"sao paulo","SP"
"03988",-23.59790509686077,-46.52220019594326,"sao paulo","SP"
"03911",-23.58387748677709,-46.51934055251708,"sao paulo","SP"
"03964",-23.60038751457095,-46.4737838782965,"sao paulo","SP"
"03940",-23.59202241553648,-46.49789159735397,"sao paulo","SP"
"03976",-23.60961356941625,-46.49667766555989,"sao paulo","SP"
"03934",-23.59053880099833,-46.50314915459631,"sao paulo","SP"
"03987",-23.603599320012695,-46.51093760713255,"sao paulo","SP"
"03933",-23.58210833611284,-46.4986058782965,"sao paulo","SP"
"03904",-23.58001596725141,-46.517032493334895,"sao paulo","SP"
"03948",-23.59268427921402,-46.49154076824974,"sao paulo","SP"
"03916",-23.590377066642322,-46.50622841853353,"sao paulo","SP"
"03931",-23.580755528449412,-46.496151,"sao paulo","SP"
"03938",-23.59132123314136,-46.50394543504054,"sao paulo","SP"
"03907",-23.587619594783305,-46.50750418067982,"sao paulo","SP"
"03961",-23.598498677217354,-46.487074997230046,"sao paulo","SP"
"03947",-23.590423981487927,-46.493465036358224,"sao paulo","SP"
"03983",-23.60895831196261,-46.5075137828207,"sao paulo","SP"
"03949",-23.609871439638724,-46.47701658549247,"sao paulo","SP"
"03984",-23.608389622889266,-46.513377495778506,"sao paulo","SP"
"03944",-23.601400805989996,-46.49450615820299,"sao paulo","SP"
"03972",-23.61500452039932,-46.48243081986846,"sao paulo","SP"
"03926",-23.599559043020363,-46.50190560421837,"sao paulo","SP"
"03932",-23.581620042183644,-46.50157782154189,"sao paulo","SP"
"03921",-23.58751700083672,-46.51298916694557,"sao paulo","SP"
"03906",-23.58057051012755,-46.512004159039705,"sao paulo","SP"
"03936",-23.589360261728878,-46.496735727999344,"sao paulo","SP"
"03958",-23.60028385206878,-46.48248439508915,"sao paulo","SP"
"03927",-23.59949217707312,-46.49827511518262,"sao paulo","SP"
"03986",-23.608774372468122,-46.52125985789715,"sao paulo","SP"
"03935",-23.591593470130213,-46.506056089317035,"sao paulo","SP"
"03909",-23.58411158534825,-46.5105216006117,"sao paulo","SP"
"03905",-23.57966902192855,-46.514205481822344,"sao paulo","SP"
"03901",-23.57728254509784,-46.515067365803006,"sao paulo","SP"
"03981",-23.61373216763807,-46.51322277407812,"sao paulo","SP"
"03982",-23.612992798280917,-46.50968211077487,"sao paulo","SP"
"03910",-23.58511267055225,-46.51477075812222,"sao paulo","SP"
"03971",-23.61715650513589,-46.47874918013155,"sao paulo","SP"
"03989",-23.611238048170012,-46.483388002666615,"sao paulo","SP"
"03943",-23.593254569248074,-46.494641138207705,"sao paulo","SP"
"03959",-23.60101073550116,-46.4808659716948,"sao paulo","SP"
"03939",-23.59797725367879,-46.50177834179698,"sao paulo","SP"
"03966",-23.59826179655493,-46.476816862888796,"sao paulo","SP"
"03963",-23.61013231473257,-46.478648834987666,"sao paulo","SP"
"03951",-23.58848083957529,-46.48847306258296,"sao paulo","SP"
"03968",-23.600764487650746,-46.47134171481336,"sao paulo","SP"
"03967",-23.607228604218363,-46.47579450874258,"sao paulo","SP"
"03985",-23.60470146932888,-46.51672267929482,"sao paulo","SP"
"03980",-23.614913627474326,-46.510310240378374,"sao paulo","SP"
"03977",-23.61605328706533,-46.4924734956599,"sao paulo","SP"
"03946",-23.597359536353423,-46.488259901257436,"sao paulo","SP"
"03924",-23.601269744936232,-46.50959927338564,"sao paulo","SP"
"03920",-23.596525183738233,-46.51878921080266,"sao paulo","SP"
"03945",-23.597793639188648,-46.48939471925677,"sao paulo","SP"
"03969",-23.608022982514854,-46.48987663266777,"sao paulo","SP"
"03918",-23.5869930313636,-46.519068714265096,"sao paulo","SP"
"03942",-23.59426673910785,-46.49672405606211,"sao paulo","SP"
"03923",-23.594749994171618,-46.50768354717529,"sao paulo","SP"
"03930",-23.57913650412704,-46.50055752686221,"sao paulo","SP"
"03925",-23.601661344711193,-46.505835701915856,"sao paulo","SP"
"03908",-23.585081427145237,-46.50865057507646,"sao paulo","SP"
"03929",-23.604503731057765,-46.48738427699232,"sao paulo","SP"
"03960",-23.594697408275113,-46.481175339863746,"sao paulo","SP"
"03922",-23.59615220260835,-46.51670758159733,"sao paulo","SP"
"03950",-23.591590125165954,-46.48646294073522,"sao paulo","SP"
"03974",-23.61452365445209,-46.48497056356392,"sao paulo","SP"
"03975",-23.61038064723873,-46.49078333819032,"sao paulo","SP"
"03937",-23.584361741329538,-46.49736196586643,"sao paulo","SP"
"03912",-23.58367147654225,-46.5214044605863,"sao paulo","SP"
"03952",-23.591129029141893,-46.47870095905709,"sao paulo","SP"
"03978",-23.620472633360272,-46.507262877604,"sao paulo","SP"
"03979",-23.61943761375743,-46.51228288644743,"sao paulo","SP"
"03965",-23.600741532056087,-46.47580699209416,"sao paulo","SP"
"03928",-23.6084625,-46.503396,"sao paulo","SP"
"03962",-23.605342491257428,-46.484173204830064,"sao paulo","SP"
"03917",-23.5866806194818,-46.519881166108846,"sao paulo","SP"
"04004",-23.57479781181837,-46.65010622133425,"taboao da serra","SP"
"04011",-23.578707369188017,-46.645778615462866,"sao paulo","AC"
"04031",-23.592735376363247,-46.65641077159661,"sao paulo","SP"
"04032",-23.59445823203871,-46.656981487506506,"sao paulo","SP"
"04097",-23.58122867496699,-46.65839819204812,"sao paulo","SP"
"04061",-23.609898115182627,-46.65058848542904,"sao paulo","SP"
"04035",-23.594486576785865,-46.63659551368476,"sao paulo","SP"
"04064",-23.62200158534824,-46.64816024508046,"sao paulo","SP"
"04058",-23.607263147931228,-46.648720163194646,"sao paulo","SP"
"04068",-23.619421078827376,-46.64733439355993,"sao paulo","SP"
"04059",-23.616375852067065,-46.64550511797652,"sao paulo","SP"
"04053",-23.619222586733212,-46.65301122453689,"sao paulo","SP"
"04062",-23.619255830976964,-46.647980580356595,"sao paulo","SP"
"04040",-23.59962057841166,-46.63377957841165,"sao paulo","SP"
"04069",-23.621643869553925,-46.64347334110451,"sao paulo","SP"
"04083",-23.612497565352932,-46.66250512003006,"sao paulo","SP"
"04051",-23.60803780716446,-46.64472700185314,"sao paulo","SP"
"04065",-23.624469440186967,-46.64826428045477,"sao paulo","SP"
"04055",-23.620649898695827,-46.64074345475794,"sao paulo","SP"
"04075",-23.60120950014423,-46.65936727782903,"sao paulo","SP"
"04046",-23.622143814876793,-46.639982498615005,"sao paulo","SP"
"04008",-23.580500699694163,-46.65212757438397,"sao paulo","SP"
"04017",-23.587119010820047,-46.63684300735758,"sao paulo","SP"
"04067",-23.61817867055225,-46.65486539217496,"sao paulo","SP"
"04076",-23.60184677539576,-46.66032676470659,"sao paulo","SP"
"04082",-23.61139871737034,-46.66226224057933,"sao paulo","SP"
"04022",-23.59466138718329,-46.641703981822346,"sao paulo","SP"
"04019",-23.591886914795985,-46.64816451012754,"sao paulo","SP"
"04087",-23.608319154199148,-46.65897920548463,"sao paulo","SP"
"04047",-23.608485639188647,-46.641619712880114,"sao paulo","SP"
"04094",-23.58122867496699,-46.65839819204812,"sao paulo","SP"
"04027",-23.60016316457964,-46.652489716631024,"sao paulo","SP"
"04003",-23.578333607611977,-46.64469356993039,"sao paulo","SP"
"04014",-23.58283278934157,-46.63994619525078,"sao paulo","SP"
"04026",-23.597454101304173,-46.64924320038666,"sao paulo","SP"
"04036",-23.59461616763807,-46.63662198225505,"sao paulo","SP"
"04072",-23.62248644379365,-46.653480204137566,"sao paulo","SP"
"04060",-23.60141547432055,-46.65365528045477,"sao paulo","SP"
"04039",-23.598065013260943,-46.64627108664153,"sao paulo","SP"
"04029",-23.602241901754237,-46.66076281833925,"sao paulo","SP"
"04048",-23.804229787836963,-46.632020998519174,"sao paulo","SP"
"04052",-23.611845683381855,-46.64136766396953,"sao paulo","SP"
"04010",-23.57796224923539,-46.64103133334289,"sao paulo","SP"
"04013",-23.578110524006014,-46.64262374770618,"sao paulo","SP"
"04084",-23.616828744099497,-46.658835770327215,"sao paulo","SP"
"04009",-23.592651361566386,-46.63636838335064,"sao paulo","SP"
"04071",-23.62836555981302,-46.64929725229381,"sao paulo","SP"
"04030",-23.59545484456696,-46.66528326395058,"sao paulo","SP"
"04028",-23.61212311656762,-46.67051377269314,"sao paulo","SP"
"04045",-23.61763890592578,-46.6389807441141,"sao paulo","SP"
"04080",-23.6071983141843,-46.662328010964266,"sao paulo","SP"
"04037",-23.595931445467105,-46.64154278864908,"sao paulo","SP"
"04012",-23.58282753965263,-46.649086171122576,"sao paulo","SP"
"04049",-23.60509355037795,-46.6397683215419,"sao paulo","SP"
"04004",-23.57549369128911,-46.65007925879193,"sao paulo","SP"
"04074",-23.61248674132954,-46.65692008520402,"sao paulo","SP"
"04016",-23.587478381354913,-46.64144259977497,"sao paulo","SP"
"04015",-23.586481906745895,-46.641999661809685,"sao paulo","SP"
"04020",-23.591724988891507,-46.63766217444741,"sao paulo","SP"
"04024",-23.605160605603338,-46.64472395337297,"sao paulo","SP"
"04043",-23.60404287554151,-46.629518787534295,"sao paulo","SP"
"04086",-23.61573639078998,-46.6637504454671,"sao paulo","SP"
"04063",-23.62631511073923,-46.6449664196434,"sao paulo","SP"
"04005",-23.57519613711118,-46.64707461948181,"sao paulo","SP"
"04021",-23.592727934619283,-46.64680284033698,"sao paulo","SP"
"04079",-23.60959919761668,-46.657568755208004,"sao paulo","SP"
"04041",-23.601531636123863,-46.64355371186365,"sao paulo","SP"
"04089",-23.609106785186626,-46.66278068344975,"sao paulo","SP"
"04088",-23.603466091032395,-46.65901071440932,"sao paulo","SP"
"04007",-23.578084707744235,-46.65101215652954,"sao paulo","SP"
"04044",-23.598224863725548,-46.638351021640084,"sao paulo","SP"
"04066",-23.61435339800333,-46.655080978215686,"sao paulo","SP"
"04054",-23.61597936401258,-46.64267664840251,"sao paulo","SP"
"04057",-23.60791769663573,-46.64731811780836,"sao paulo","SP"
"04023",-23.5952513119626,-46.642443715794315,"sao paulo","SP"
"04081",-23.607604886202346,-46.66514468650818,"sao paulo","SP"
"04006",-23.574546566189646,-46.6427719432454,"sao paulo","SP"
"04085",-23.61778282791854,-46.659375770327216,"sao paulo","SP"
"04090",-23.61066255926476,-46.662750880922225,"sao paulo","SP"
"04050",-23.606332638351933,-46.645944794477465,"sao paulo","SP"
"04077",-23.6126717596514,-46.660102125165956,"sao paulo","SP"
"04002",-23.57325395086279,-46.64982508203001,"sao paulo","SP"
"04042",-23.602707503462444,-46.64264399999999,"sao paulo","SP"
"04011",-23.5789841626464,-46.6433038709389,"sao paulo","SP"
"04078",-23.604263255900502,-46.66077814585375,"sao paulo","SP"
"04001",-23.57533205966879,-46.65625206841134,"sao paulo","SP"
"04070",-23.627221837353602,-46.644202629061105,"sao paulo","SP"
"04018",-23.58922808021235,-46.641916047463766,"sao paulo","SP"
"04038",-23.596850172292285,-46.645772591434906,"sao paulo","SP"
"04025",-23.597767487650753,-46.64665271481336,"sao paulo","SP"
"04158",-23.62245252844941,-46.61904098167813,"sao paulo","SP"
"04170",-23.63202670106645,-46.614123584583986,"sao paulo","SP"
"04123",-23.60746582070517,-46.627560340411996,"sao paulo","SP"
"04148",-23.614078966414706,-46.61815519386575,"sao paulo","SP"
"04121",-23.59693629699288,-46.63441662325991,"sao paulo","SP"
"04171",-23.637520906745905,-46.61218891118931,"sao paulo","SP"
"04150",-23.618882493479127,-46.62234550069249,"sao paulo","SP"
"04169",-23.656484556206326,-46.61482601664843,"sao paulo","SP"
"04125",-23.600537056898823,-46.62052399624908,"sao paulo","SP"
"04153",-23.62723709186912,-46.62184922231518,"sao paulo","SP"
"04155",-23.632262181976266,-46.62653321962606,"sao paulo","SP"
"04129",-23.601615852068768,-46.623491811270114,"sao paulo","SP"
"04110",-23.585689801835052,-46.63327113918865,"sao paulo","SP"
"04132",-23.622720684430714,-46.62035998404404,"saopaulo","SP"
"04183",-23.64410901239081,-46.59722557673068,"sao paulo","SP"
"04111",-23.585286464438,-46.630059965451615,"sao paulo","SP"
"04114",-23.585890075768948,-46.6208049394945,"sao paulo","SP"
"04126",-23.59803065667379,-46.62848920552253,"sao paulo","SP"
"04177",-23.644307076256915,-46.609307051639824,"sao paulo","SP"
"04139",-23.605314454065443,-46.633511147382954,"sao paulo","SP"
"04168",-23.635982692480788,-46.61806088773156,"sao paulo","SP"
"04108",-23.57781691840267,-46.62789068497897,"sao paulo","SP"
"04137",-23.612081731057764,-46.62318025867047,"sao paulo","SP"
"04112",-23.584598444630384,-46.62912152164008,"sao paulo","SP"
"04135",-23.608376057447085,-46.62990769539498,"sao paulo","SP"
"04138",-23.613576496249088,-46.63052111518263,"sao paulo","SP"
"04180",-23.637558792948244,-46.599249655577275,"sao paulo","SP"
"04154",-23.62953768720068,-46.62239843672454,"sao paulo","SP"
"04193",-23.65139518789316,-46.60625959380235,"sao paulo","SP"
"04134",-23.607573548156253,-46.62252191756594,"sao paulo","SP"
"04115",-23.59024207354725,-46.62775446932887,"sao paulo","SP"
"04141",-23.61016354731953,-46.63536395337295,"sao paulo","SP"
"04185",-23.64695982209016,-46.592638695394974,"sao paulo","SP"
"04120",-23.595721376074792,-46.63495232653354,"sao paulo","SP"
"04103",-23.5743159178544,-46.633988127387674,"sao paulo","SP"
"04136",-23.61028679156327,-46.62604181793522,"sao paulo","SP"
"04131",-23.608910871904875,-46.61947804259704,"sao paulo","SP"
"04191",-23.6465427732414,-46.6051344096601,"sao paulo","SP"
"04118",-23.59683775353457,-46.62438153857696,"sao paulo","SP"
"04151",-23.621684019078504,-46.62680663804059,"sao paulo","SP"
"04117",-23.589724452680468,-46.62674999999999,"sao paulo","SP"
"04162",-23.623437300305838,-46.6087736575105,"sao paulo","SP"
"04144",-23.61707488703907,-46.637583464337226,"sao paulo","SP"
"04165",-23.62311206411218,-46.60754463973691,"sao paulo","SP"
"04157",-23.631371629636927,-46.61746357882539,"sao paulo","SP"
"04176",-23.632956943101174,-46.60225250346246,"sao paulo","SP"
"04152",-23.62494927921401,-46.62579287760399,"sao paulo","SP"
"04132",-23.610640528504195,-46.61765453382993,"sao paulo","SP"
"04142",-23.61219143474977,-46.62914743721697,"sao paulo","SP"
"04174",-23.63254622231518,-46.60836204094288,"sao paulo","SP"
"04124",-23.598370634196986,-46.62042083097696,"sao paulo","SP"
"04149",-23.61700730890417,-46.6246746566738,"sao paulo","SP"
"04166",-23.645401474996103,-46.60691231348225,"sao paulo","SP"
